Name,Company Domain Name,Website URL,Phone Number,Email,PMS,Booking URL,Number of Rooms,Lead Status,Existing Customer in Area,Description,Latitude,Longitude
Port Royal Hotel,portroyalhotel.com,http://www.portroyalhotel.com/,+1 609-729-2000,,Morey's Piers,https://irm.moreyspiers.com/irmng/index.html?resort=04&newsession=true,,New,,PMS: Morey's Piers | Booking URL: https://irm.moreyspiers.com/irmng/index.html?resort=04&newsession=true,38.9709815,
Oceanic Hotel Wildwood,stayatoceanic.com,https://stayatoceanic.com/,+1 609-522-6500,info@stayatoceanic.com,WebRez,https://secure.webrez.com/hotel/2697,,New,,PMS: WebRez | Booking URL: https://secure.webrez.com/hotel/2697,38.9819863,
Beach Bum West-O,beachbumwesto.com,http://www.beachbumwesto.com/,+1 410-213-1441,info@beachbumwesto.com,IQWebBook,https://us01.iqwebbook.com/LAMACMD946,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/LAMACMD946,38.3385063,
"The Anchorage Bed & Breakfast, Weddings and Events",anchorage1800.com,https://anchorage1800.com/,+1 301-379-5034,Anchorageonchoptank@gmail.com,ThinkReservations,https://secure.thinkreservations.com/anchorage1800/reservations,6,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/anchorage1800/reservations | Rooms: 6,38.6043282,
Armada By-The-Sea,armadamotel.com,http://www.armadamotel.com/,+1 609-729-3000,ARMADABYTHESEA@GMAIL.COM,ThinkReservations,https://secure.thinkreservations.com/armadamotel/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/armadamotel/reservations,38.9722222,
Hotel Cabana,hotelcabanawildwood.com,http://www.hotelcabanawildwood.com/,+1 609-536-9330,ppatel@ssnhotels.com,ASI Web Reservations,https://www.hotelcabanawildwood.com/index.html,,New,,PMS: ASI Web Reservations | Booking URL: https://www.hotelcabanawildwood.com/index.html,38.9915208,
Brampton 1860,bramptoninn.com,https://bramptoninn.com/?utm_source=google&utm_medium=GMB,+1 410-778-1860,innkeeper@bramptoninn.com,ThinkReservations,https://secure.thinkreservations.com/bramptoninn/reservations/,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/bramptoninn/reservations/,39.2118297,
Pan American Hotel,panamericanhotel.com,http://www.panamericanhotel.com/,+1 609-522-6936,,Morey's Piers,https://irm.moreyspiers.com/irmng/index.html?resort=03&newsession=true,,New,,PMS: Morey's Piers | Booking URL: https://irm.moreyspiers.com/irmng/index.html?resort=03&newsession=true,38.9753593,
Oasis by Seaport,seaportoasis.com,https://seaportoasis.com/,+1 609-400-2080,Info@SeaportOasis.com,InnRoad,https://seaportoasis.client.innroad.com/room/50192#,,New,,PMS: InnRoad | Booking URL: https://seaportoasis.client.innroad.com/room/50192#,38.9916406,
Beachcomber Motel,beachcomberoc.com,http://www.beachcomberoc.com/,+1 866-872-9159,,WebRezPro,https://beachcomber.reservations.plus/reserve/,,New,,PMS: WebRezPro | Booking URL: https://beachcomber.reservations.plus/reserve/,38.3956513,
Osprey Point Inn,ospreypoint.com,http://www.ospreypoint.com/,+1 410-639-2194,innkeeper@ospreypoint.com,ThinkReservations,https://secure.thinkreservations.com/ospreypoint/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/ospreypoint/reservations,39.143226,
Holly Lake Campsites - Holly Lake Camp Store & Grill,hollylakecampsites.com,http://hollylakecampsites.com/,+1 302-945-3410,,Firefly Reservations,https://app.fireflyreservations.com/reserve/property/HollyLakeCampSites,,New,,PMS: Firefly Reservations | Booking URL: https://app.fireflyreservations.com/reserve/property/HollyLakeCampSites,38.65795800000001,
Ashore Resort,ashoreresortoceancity.com,https://ashoreresortoceancity.com/,9803516805,,Reseze,https://ashoreresortoceancity.com/accommodations/special-offers/book-direct/,,New,,PMS: Reseze | Booking URL: https://ashoreresortoceancity.com/accommodations/special-offers/book-direct/,38.4143322,
Ashore Resort & Beach Club,ashoreresortoceancity.com,https://ashoreresortoceancity.com/,+1 410-524-3535,,Reseze,https://ashoreresortoceancity.com/accommodations/special-offers/book-direct/,,New,,PMS: Reseze | Booking URL: https://ashoreresortoceancity.com/accommodations/special-offers/book-direct/,38.4144389,
The Ocean View Retreat,theoceanviewretreatde.com,https://www.theoceanviewretreatde.com/,+1 646-246-3565,,Lodgify,https://checkout.lodgify.com/theoceanviewretreat/en/?currency=USD#/486217,,New,,PMS: Lodgify | Booking URL: https://checkout.lodgify.com/theoceanviewretreat/en/?currency=USD#/486217,38.5323803,
Addy Sea Historic Oceanfront Inn,addysea.com,http://www.addysea.com/,+1 302-539-3707,Guestservices@Addysea.Com,RezStream,https://guest.rezstream.com/search/addy-sea?_gl=1*1h40pl1*_ga*MTcyNjM0MjI2Ni4xNzA3MzMzMzQz*_ga_X8P1PPL65H*MTcwNzQwODk3MC41LjAuMTcwNzQwODk3MC4wLjAuMA..,,New,,PMS: RezStream | Booking URL: https://guest.rezstream.com/search/addy-sea?_gl=1*1h40pl1*_ga*MTcyNjM0MjI2Ni4xNzA3MzMzMzQz*_ga_X8P1PPL65H*MTcwNzQwODk3MC41LjAuMTcwNzQwODk3MC4wLjAuMA..,38.5441785,
"St. Michaels Harbour Inn, Marina & Spa",harbourinn.com,https://www.harbourinn.com/?utm_source=google&utm_medium=organic&utm_campaign=googlebusinessprofile,+1 410-745-9001,rooms@harbourinn.com,RezStream,https://www.harbourinn.com/st-michaels-accommodations,,New,,PMS: RezStream | Booking URL: https://www.harbourinn.com/st-michaels-accommodations,38.7852906,
Tidewater Inn,tidewaterinn.com,http://www.tidewaterinn.com/,+1 410-822-1300,,SynXis / TravelClick,https://be.synxis.com/?Hotel=26690&Chain=6063&theme=TIDE2025,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?Hotel=26690&Chain=6063&theme=TIDE2025,38.7744806,
Old Brick Inn,oldbrickinn.com,http://www.oldbrickinn.com/,+1 410-745-3323,innkeepers@oldbrickinn.com,ResNexus,https://resnexus.com/resnexus/reservations/book/6D174A28-A6C3-4065-9E66-1468B0265ECD,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/6D174A28-A6C3-4065-9E66-1468B0265ECD,38.783749,
Sea Hawk Motel,seahawkmotel.com,http://www.seahawkmotel.com/,+1 410-250-3191,ocnctyseahawk@gmail.com,IB Strategies,https://seahawk.reservations.plus/reserve,,New,,PMS: IB Strategies | Booking URL: https://seahawk.reservations.plus/reserve,38.4299654,
Sandaway Suites & Beach,sandaway.com,https://www.sandaway.com/,+1 888-726-3292,,LuxuryRes,https://www.luxuryres.com/BookingEngines/V16/index.asp?h=6943&s=ssb,,New,,PMS: LuxuryRes | Booking URL: https://www.luxuryres.com/BookingEngines/V16/index.asp?h=6943&s=ssb,38.6921853,
The Oaks Waterfront Hotel,the-oaks.com,https://the-oaks.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,+1 410-745-5053,info@oakcreekhospitality.com,ThinkReservations,https://secure.thinkreservations.com/the-oaks/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/the-oaks/reservations,38.7444801,
The Parsonage Inn,parsonage-inn.com,http://www.parsonage-inn.com/,+1 410-745-8383,parsinn@atlanticbb.net,ResNexus,https://resnexus.com/resnexus/reservations/book/B74403A3-A048-4E60-8E78-999E2A7FF3A8,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/B74403A3-A048-4E60-8E78-999E2A7FF3A8,38.7882972,
Wades Point Inn On The Bay,wadespoint.com,http://wadespoint.com/,+1 410-745-2500,wadesinn@wadespoint.com,ThinkReservations,https://secure.thinkreservations.com/wadespoint/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/wadespoint/reservations,38.828023,
Kitty Knight Inn,kittyknight.com,http://kittyknight.com/?utm_source=extnet&utm_medium=yext&y_source=1_NTkyNzgxNjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 410-648-5200,info@kittyknight.com,Guesty,https://www.kittyknight.com/our-rooms,,New,,PMS: Guesty | Booking URL: https://www.kittyknight.com/our-rooms,39.3609083,
George Brooks House Bed & Breakfast,georgebrookshouse.com,https://www.georgebrookshouse.com/,+1 410-745-8381,georgebrookshouse@atlanticbb.net,ResNexus,https://resnexus.com/resnexus/reservations/book/33441A33-7121-44D9-80A2-396A2780858C,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/33441A33-7121-44D9-80A2-396A2780858C,38.7970923,
North Point Marina,northpointmarina.net,http://www.northpointmarina.net/,+1 410-639-2907,info@northpointmarina.net,ThinkReservations,https://secure.thinkreservations.com/northpointmarina/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/northpointmarina/reservations,39.1331863,
Francis Scott Key Family Resort,fskfamily.com,http://www.fskfamily.com/,+1 410-213-0088,,Triptease,https://fskfamily.com/rooms-promotions/index.html,88,New,,PMS: Triptease | Booking URL: https://fskfamily.com/rooms-promotions/index.html | Rooms: 88,38.3356611,
Haven Point Inn and Gallery,havenpointinn.com,http://www.havenpointinn.com/,+1 410-639-4184,,eviivo,https://www.havenpointinn.com/book-your-rooms-online/,,New,,PMS: eviivo | Booking URL: https://www.havenpointinn.com/book-your-rooms-online/,39.1407969,
The Snuggery Inn & Suites,snuggerysm.holidayfuture.com,http://snuggerysm.holidayfuture.com/,+1 267-768-4262,SnuggerySM@gmail.com,Hostaway,https://snuggerysm.holidayfuture.com/all-listings,,New,,PMS: Hostaway | Booking URL: https://snuggerysm.holidayfuture.com/all-listings,38.7868386,
Huntingfield Corporation,huntingfield.com,https://huntingfield.com/,+1 410-639-7001,info@huntingfield.com,ThinkReservations,https://huntingfield.com/book-a-tour/,,New,,PMS: ThinkReservations | Booking URL: https://huntingfield.com/book-a-tour/,39.11424780000001,
Inn at Huntingfield Creek and Getaway Cottages,huntingfield.com,http://huntingfield.com/?utm_source=google&utm_medium=GMB,+1 410-639-7779,info@huntingfield.com,ThinkReservations,https://huntingfield.com/book-a-tour/,,New,,PMS: ThinkReservations | Booking URL: https://huntingfield.com/book-a-tour/,39.1142445,
Osprey Point Inn- Annex,ospreypoint.com,http://ospreypoint.com/,+1 410-639-2294,innkeeper@ospreypoint.com,ThinkReservations,https://secure.thinkreservations.com/ospreypoint/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/ospreypoint/reservations,39.1413426,
Mansion Farm Inn,mansionfarminn.com,https://www.mansionfarminn.com/?utm_source=google&utm_medium=GMB,+1 302-664-2540,info@mansionfarminn.com,Triptease,https://secure.thinkreservations.com/mansionfarminn/reservations,,New,,PMS: Triptease | Booking URL: https://secure.thinkreservations.com/mansionfarminn/reservations,38.7939183,
The Tilghman Island Inn,tilghmanislandinn.com,http://www.tilghmanislandinn.com/,+1 410-886-1170,info@tilghmanislandinn.com,WebRez,https://secure.webrez.com/hotel/2906/book_parallel,,New,,PMS: WebRez | Booking URL: https://secure.webrez.com/hotel/2906/book_parallel,38.720022,
Cinnamon By The Bay,cinnamonbythebay.com,http://cinnamonbythebay.com/,+1 443-221-1175,,ThinkReservations,https://secure.thinkreservations.com/cinnamonbythebay/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/cinnamonbythebay/reservations,39.1368696,
Horizons Oceanfront Restaurant,clarionoc.com,https://clarionoc.com/restaurants-nightlife/horizons-oceanfront/,+1 410-524-7500,,Reseze,https://ashoreresortoceancity.com/accommodations/special-offers/book-direct/,,New,,PMS: Reseze | Booking URL: https://ashoreresortoceancity.com/accommodations/special-offers/book-direct/,38.4143371,
Bally's Dover Casino Resort,casinos.ballys.com,https://casinos.ballys.com/dover/,+1 302-674-4600,,RezTrip,https://reservations.ballysdover.com/cgi-bin/LANSAWEB?PROCFUN+rn+resnet+res+funcparms+UP%28A2560%29:;TRANS14;;;;;;?,,New,,PMS: RezTrip | Booking URL: https://reservations.ballysdover.com/cgi-bin/LANSAWEB?PROCFUN+rn+resnet+res+funcparms+UP%28A2560%29:;TRANS14;;;;;;?,39.1892239,
State Street Inn,statestreetinn.com,http://www.statestreetinn.com/,+1 302-734-2294,info@statestreetinn.com,SiteMinder,https://direct-book.com/properties/statestreetinndirect,,New,,PMS: SiteMinder | Booking URL: https://direct-book.com/properties/statestreetinndirect,39.1652654,
The Charlotte Hotel and Terra Mare Restaurant,thecharlottehotel.com,https://thecharlottehotel.com/,+1 757-787-7400,info@thecharlottehotel.com,eviivo,https://via.eviivo.com/ThChrlttHtlRstrnt23417,8,New,,PMS: eviivo | Booking URL: https://via.eviivo.com/ThChrlttHtlRstrnt23417 | Rooms: 8,37.7126357,
Refuge Inn,refugeinn.com,https://www.refugeinn.com/?utm_source=google&utm_medium=GBP,+1 757-336-5511,reservations@refugeinn.com,ThinkReservations,mailto:reservations@refugeinn.com,72,New,,PMS: ThinkReservations | Booking URL: mailto:reservations@refugeinn.com | Rooms: 72,37.9244519,
Seahawk Motel,seahawkva.com,https://seahawkva.com/,+1 757-336-6527,,ThinkReservations,https://secure.thinkreservations.com/seahawkmotel/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/seahawkmotel/reservations,37.9348523,
Congress Hall,caperesorts.com,https://www.caperesorts.com/congress-hall,+1 609-884-8421,Reservations@CapeResorts.com,SynXis / TravelClick,https://www.caperesorts.com/congress-hall/things-to-do/pool-beach-service/reserve-a-beach-tent,,New,,PMS: SynXis / TravelClick | Booking URL: https://www.caperesorts.com/congress-hall/things-to-do/pool-beach-service/reserve-a-beach-tent,38.9314188,
The Admiral on Baltimore,admiralrehoboth.com,http://www.admiralrehoboth.com/,+1 302-227-1300,,IQWebBook,https://us01.iqwebbook.com/TAHDE379/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/TAHDE379/,38.7173102,
Snug Harbor Marina & Resort,chincoteagueaccommodations.com,http://chincoteagueaccommodations.com/,+1 757-336-6176,snugharbor@verizon.net,FareHarbor,https://fareharbor.com/embeds/book/chincoteagueaccommodations/?full-items=yes&ref=https%3A%2F%2Fchincoteagueaccommodations.com&flow=1108394,,New,,PMS: FareHarbor | Booking URL: https://fareharbor.com/embeds/book/chincoteagueaccommodations/?full-items=yes&ref=https%3A%2F%2Fchincoteagueaccommodations.com&flow=1108394,37.91700549999999,
Hotel Macomber,hotelmacomber.com,http://hotelmacomber.com/,+1 609-884-3020,,ThinkReservations,https://secure.thinkreservations.com/hotelmacomber/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/hotelmacomber/reservations,38.9309167,
Virginia Hotel & Cottages,caperesorts.com,https://www.caperesorts.com/virginia-hotel,+1 609-884-5700,Reservations@CapeResorts.com,SynXis / TravelClick,https://www.caperesorts.com/virginia-hotel/packages/book-ahead-save,,New,,PMS: SynXis / TravelClick | Booking URL: https://www.caperesorts.com/virginia-hotel/packages/book-ahead-save,38.931412,
The Reef,thereefvillas.com,http://thereefvillas.com/,+1 757-336-5667,info@thereefvillas.com,Lodgify,"https://gfonts.lodgify.com/css?family=Comfortaa:400,700&display=swap",,New,,"PMS: Lodgify | Booking URL: https://gfonts.lodgify.com/css?family=Comfortaa:400,700&display=swap",37.9252769,
Carroll Villa Hotel,carrollvilla.com,https://www.carrollvilla.com/?utm_source=google&utm_medium=GMB,+1 609-884-9619,manager@carrollvilla.com,Triptease,https://secure.thinkreservations.com/carrollvilla/reservations,19,New,,PMS: Triptease | Booking URL: https://secure.thinkreservations.com/carrollvilla/reservations | Rooms: 19,38.9313278,
The Buckingham Motel,buckinghammotel.com,http://buckinghammotel.com,+1 609-884-4073,,ThinkReservations,https://secure.thinkreservations.com/buckinghammotel/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/buckinghammotel/reservations,38.9332741,
The Beach Club on Madison Avenue,beachclubcapemay.com,https://www.beachclubcapemay.com/,+1 855-785-6851,info@beachclubcapemay.com,SynXis / TravelClick,https://be.synxis.com/?hotel=42068&chain=23199,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?hotel=42068&chain=23199,38.937406,
Crosswinds Rehoboth Beach,crosswindsrehobothbeach.com,https://crosswindsrehobothbeach.com/,+1 302-227-7997,info@crosswindsmotel.com,IQWebBook,https://us01.iqwebbook.com/CMDE904/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/CMDE904/,38.715143,
Ocean Club Hotel,capemayoceanclubhotel.com,https://capemayoceanclubhotel.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 609-884-7000,info@oceanclubhotel.com,Reseze,https://www.reseze.net/servlet/WebresResDesk?hotelid=1620,,New,,PMS: Reseze | Booking URL: https://www.reseze.net/servlet/WebresResDesk?hotelid=1620,38.9322008,
Boardwalk Plaza Hotel,boardwalkplaza.com,http://www.boardwalkplaza.com/,+1 302-227-7169,,SynXis / TravelClick,https://bookings.ihotelier.com/Boardwalk-Plaza-Hotel/bookings.jsp?hotelId=10027&_ga-ft=aAqjLQ.AQ.AQ.Hg.aPDkRQ.98vgrnskSgKmpuFkvyoENQ..2.10027.,,New,,PMS: SynXis / TravelClick | Booking URL: https://bookings.ihotelier.com/Boardwalk-Plaza-Hotel/bookings.jsp?hotelId=10027&_ga-ft=aAqjLQ.AQ.AQ.Hg.aPDkRQ.98vgrnskSgKmpuFkvyoENQ..2.10027.,38.7188568,
The Gold Leaf Hotel of Dewey-Rehoboth Beach,goldleafhotel.com,http://www.goldleafhotel.com/,+1 302-226-1100,Ereservations@goldleafhotel.com,SiteMinder,https://www.siteminder.com/canvas,,New,,PMS: SiteMinder | Booking URL: https://www.siteminder.com/canvas,38.6900958,
Hotel Wave Rehoboth Beach,hotelwaverehobothbeach.com,http://www.hotelwaverehobothbeach.com/,+1 302-226-0700,gm.aireh@ssnhotels.com,ASI Web Reservations,https://reservation.asiwebres.com/SearchAvailability.aspx?id=0f0ffab380214ef684055ff35e9ed015,40,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/SearchAvailability.aspx?id=0f0ffab380214ef684055ff35e9ed015 | Rooms: 40,38.7209939,
The Southern Mansion,southernmansion.com,https://www.southernmansion.com/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting,+1 609-884-7171,frontdesk@southernmansion.com,RezStream,https://www.southernmansion.com/book-direct-save/,,New,,PMS: RezStream | Booking URL: https://www.southernmansion.com/book-direct-save/,38.9354901,
Montreal Beach Resort,montrealbeachresort.com,https://www.montrealbeachresort.com/,+1 609-884-7011,reservations@montrealbeachresort.com,Triptease,https://secure.thinkreservations.com/montrealbeachresort/reservations/availability,,New,,PMS: Triptease | Booking URL: https://secure.thinkreservations.com/montrealbeachresort/reservations/availability,38.9316168,
Lokal A-Frame,staylokal.com,http://staylokal.com/rooms/a-frame-cabin-maurice-river-nj/,+1 609-536-9157,,Cloudbeds,https://staylokal.com/book/,,New,,PMS: Cloudbeds | Booking URL: https://staylokal.com/book/,39.26825729999999,
Desert Sand Resort,desertsand.com,http://www.desertsand.com/,+1 609-368-5133,,ResNexus,https://resnexus.com/resnexus/reservations/book/A948BD82-93FA-49FC-A815-5F3AB8DE07C5,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/A948BD82-93FA-49FC-A815-5F3AB8DE07C5,39.0647202,
The Queen Victoria,queenvictoria.com,https://www.queenvictoria.com/,+1 609-884-8702,stay@queenvictoria.com,Triptease,https://secure.thinkreservations.com/queenvictoria/reservations/?__utma=1.156488349.1499627712.1516568577.1516890489.26&__utmb=1.1.10.1516890489&__utmc=1&__utmx=-&__utmz=1.1514495580.24.7.utmcsr=google|utmccn=(organic)|utmcmd=organic|utmctr=(not%20provided)&__utmv=-&__utmk=186203177,,New,,PMS: Triptease | Booking URL: https://secure.thinkreservations.com/queenvictoria/reservations/?__utma=1.156488349.1499627712.1516568577.1516890489.26&__utmb=1.1.10.1516890489&__utmc=1&__utmx=-&__utmz=1.1514495580.24.7.utmcsr=google|utmccn=(organic)|utmcmd=organic|utmctr=(not%20provided)&__utmv=-&__utmk=186203177,38.9317204,
The Chalfonte Hotel,chalfonte.com,https://www.chalfonte.com/,+1 609-884-8409,info@chalfonte.com,IQWebBook,https://www.chalfonte.com/reservations.html,5,New,,PMS: IQWebBook | Booking URL: https://www.chalfonte.com/reservations.html | Rooms: 5,38.9330276,
Hotel Rehoboth,hotelrehoboth.com,https://www.hotelrehoboth.com/,+1 302-227-4300,info@hotelrehoboth.com,IQWebBook,https://www.hotelrehoboth.com/rehoboth-beach-accommodations#deluxe,,New,,PMS: IQWebBook | Booking URL: https://www.hotelrehoboth.com/rehoboth-beach-accommodations#deluxe,38.7161206,
Quarterdeck Motel,quarterdeckmotel.com,http://www.quarterdeckmotel.com/,+1 609-522-5415,Qd2Motel@aol.com,Cloudbeds,https://us2.cloudbeds.com/reservation/qs5DUg,,New,,PMS: Cloudbeds | Booking URL: https://us2.cloudbeds.com/reservation/qs5DUg,38.9889248,
Gold Crest Motel,goldcrestmotel.com,https://goldcrestmotel.com/,+1 609-522-0153,stay@goldcrestmotel.com,InnRoad,https://goldcrestmotel.client.innroad.com/,,New,,PMS: InnRoad | Booking URL: https://goldcrestmotel.client.innroad.com/,38.9723377,
Cypress River Inn & Spa,cypressriverinnandspa.com,https://www.cypressriverinnandspa.com/,+1 765-253-5391,info@cypressriverinnandspa.com,Cloudbeds,https://us2.cloudbeds.com/reservation/2CW1am,,New,,PMS: Cloudbeds | Booking URL: https://us2.cloudbeds.com/reservation/2CW1am,38.1779024,
Ocean Casino Resort,theoceanac.com,https://www.theoceanac.com/?utm_source=google&utm_medium=listing&utm_campaign=ocean+casino+resort,+1 609-783-8000,,Windsurfer CRS,https://www.theoceanac.com/restaurants/book-a-party,,New,,PMS: Windsurfer CRS | Booking URL: https://www.theoceanac.com/restaurants/book-a-party,39.362815,
Isle of Palms Motel,isleofpalmsmotel.com,http://www.isleofpalmsmotel.com/isleofpalms/,+1 609-522-4512,isleofpalmsmotel@aol.com,Cloudbeds,http://www.isleofpalmsmotel.com/isleofpalms/wildwood_hotel_reservations.html,2,New,,PMS: Cloudbeds | Booking URL: http://www.isleofpalmsmotel.com/isleofpalms/wildwood_hotel_reservations.html | Rooms: 2,38.9896384,
Grand Hotel,grandhoteloceancity.com,http://www.grandhoteloceancity.com/,+1 410-289-6191,,Triptease,https://onboard.triptease.io/bootstrap.js?integrationId=01E4X6R20CJDYPNPHZ8E7ZCZNK,4,New,,PMS: Triptease | Booking URL: https://onboard.triptease.io/bootstrap.js?integrationId=01E4X6R20CJDYPNPHZ8E7ZCZNK | Rooms: 4,38.3506213,
Rio Motel and Suites,riomotelandsuites.com,http://www.riomotelandsuites.com/,+1 609-522-1461,riomotelandsuites@gmail.com,ASI Web Reservations,https://reservation.asiwebres.com/SearchAvailability.aspx?id=df74e36d89244dd4a251455c8d980358,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/SearchAvailability.aspx?id=df74e36d89244dd4a251455c8d980358,38.9804418,
Ocean 1 Hotel & Suites,ocean1hotel.com,http://www.ocean1hotel.com/,+1 410-289-6881,,IQWebBook,https://us01.iqwebbook.com/OOHSMD552/~/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/OOHSMD552/~/,38.3332003,
Ocean Manor,oceanmanorocnj.com,https://www.oceanmanorocnj.com/,+1 609-399-1014,,ReservationKey,https://v2.reservationkey.com/34045/reserve,1014,New,,PMS: ReservationKey | Booking URL: https://v2.reservationkey.com/34045/reserve | Rooms: 1014,39.2751197,
Flagship Oceanfront Hotel,flagshipoceanfront.com,http://www.flagshipoceanfront.com/,+1 410-289-3384,info@flagshipoceanfront.com,SynXis / TravelClick,https://reservations.travelclick.com/109127,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/109127,38.3550594,
Port-O-Call Hotel,portocallhotel.com,https://www.portocallhotel.com/,+1 609-399-8812,information@portocallhotel.com,SiteMinder,https://app.thebookingbutton.com/properties/portocallhoteldirect%20?check_in_date=21-01-2020&check_out_date=22-01-2020&number_adults=2,,New,,PMS: SiteMinder | Booking URL: https://app.thebookingbutton.com/properties/portocallhoteldirect%20?check_in_date=21-01-2020&check_out_date=22-01-2020&number_adults=2,39.2701384,
Rideau Motor Inn,ocrideau.com,http://ocrideau.com/,+1 410-289-7221,info@ocrideau.com,IQWebBook,https://ocrideau.com/rooms/,,New,,PMS: IQWebBook | Booking URL: https://ocrideau.com/rooms/,38.3323914,
Coastal Chateau,coastalchateauocnj.com,https://www.coastalchateauocnj.com/,+1 609-820-3569,hello@coastalchateauocnj.com,Cloudbeds,https://www.coastalchateauocnj.com/book-now,,New,,PMS: Cloudbeds | Booking URL: https://www.coastalchateauocnj.com/book-now,39.2794106,
Islander Motel Ocean City,islandermoteloc.com,http://islandermoteloc.com/,+1 410-289-9179,info@oclodging.com,JEHS / iPMS,https://live.ipms247.com/booking/book-rooms-290631,,New,,PMS: JEHS / iPMS | Booking URL: https://live.ipms247.com/booking/book-rooms-290631,38.3500188,
The Claridge Hotel,claridge.com,https://claridge.com/?utm_source=GBP&utm_medium=organic&utm_campaign=FullCircle,+1 844-224-7386,sales@claridge.com,SynXis / TravelClick,https://static.travelclick.com/css/Lato.css,,New,,PMS: SynXis / TravelClick | Booking URL: https://static.travelclick.com/css/Lato.css,39.3576432,
SOHO Suites Atlantic City Hotel,sohosuitesac.com,https://www.sohosuitesac.com/,+1 640-888-7400,,ResNexus,https://resnexus.com/resnexus/reservations/book/6F9DF347-E6D8-4F42-8532-5EF4D57C74D3,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/6F9DF347-E6D8-4F42-8532-5EF4D57C74D3,39.3607767,
Beach Walk Hotel,beachwalkhotel.com,http://www.beachwalkhotel.com/,+1 443-373-4154,info@beachwalkhotel.com,IQWebBook,https://us01.iqwebbook.com/BWHMD465/,16,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/BWHMD465/ | Rooms: 16,38.3406412,
Seabonay Oceanfront Motel,seabonayoc.com,https://seabonayoc.com/,+1 410-289-9194,info@dunessuitesoc.com,SynXis / TravelClick,https://reservations.travelclick.com/109137,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/109137,38.3564448,
Surrey Beach House,surreybeach.house,http://www.surreybeach.house/,+1 609-300-6465,info@surreybeach.house,Mews,https://app.mews.com/distributor/66ccb378-514b-4de4-a1cb-afe900cd6bf4,8,New,,PMS: Mews | Booking URL: https://app.mews.com/distributor/66ccb378-514b-4de4-a1cb-afe900cd6bf4 | Rooms: 8,39.3409129,
The Lankford Hotel,lankfordhotel.net,https://lankfordhotel.net/,+1 410-289-4041,,IQWebBook,https://us01.iqwebbook.com/LHMD910/~/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/LHMD910/~/,38.3390731,
Safari Hotel Boardwalk,safarimotel.net,http://safarimotel.net/,+1 410-289-6411,safarimotel@gmail.com,JEHS / iPMS,https://www.safarimotel.net/bookdirectgetrewards/,10,New,,PMS: JEHS / iPMS | Booking URL: https://www.safarimotel.net/bookdirectgetrewards/ | Rooms: 10,38.3428499,
Spindrift Motel,spindrift-motel.com,http://spindrift-motel.com/,+1 410-289-1035,info@oclodging.com,JEHS / iPMS,https://live.ipms247.com/booking/book-rooms-spindriftmotel,,New,,PMS: JEHS / iPMS | Booking URL: https://live.ipms247.com/booking/book-rooms-spindriftmotel,38.3550136,
